Year,Tier,Country,Region
2015,Tier 1,Czech Republic,Europe
2015,Tier 1,Denmark,Europe
2015,Tier 1,Finland,Europe
2015,Tier 1,France,Europe
2015,Tier 1,Germany,Europe
2015,Tier 1,Iceland,Europe
2015,Tier 1,Ireland,Europe
2015,Tier 1,Israel,Asia
2015,Tier 1,Italy,Europe
2015,Tier 1,Luxembourg,Europe
2015,Tier 1,Macedonia,Europe
2015,Tier 1,Netherlands,Europe
2015,Tier 1,New Zealand,Oceania
2015,Tier 1,Norway,Europe
2015,Tier 1,Poland,Europe
2015,Tier 1,Portugal,Europe
2015,Tier 1,Slovakia,Europe
2015,Tier 1,South Korea,Asia
2015,Tier 1,Spain,Europe
2015,Tier 1,Sweden,Europe
2015,Tier 1,Switzerland,Europe
2015,Tier 1,Taiwan,Asia
2015,Tier 1,The Bahamas,North America
2015,Tier 1,United Kingdom,Europe
2015,Tier 1,United States of America,North America
2015,Tier 2,Afghanistan,Asia
2015,Tier 2,Albania,Europe
2015,Tier 2,Angola,Africa
2015,Tier 2,Argentina,South America
2015,Tier 2,Aruba,North America
2015,Tier 2,Azerbaijan,Asia
2015,Tier 2,Bahrain,Asia
2015,Tier 2,Bangladesh,Asia
2015,Tier 2,Barbados,North America
2015,Tier 2,Benin,Africa
2015,Tier 2,Bhutan,Asia
2015,Tier 2,Bosnia & Herzegovina,Europe
2015,Tier 2,Brazil,South America
2015,Tier 2,Brunei,Asia
2015,Tier 2,Cabo Verde,Africa
2015,Tier 2,Cameroon,Africa
2015,Tier 2,Chad,Africa
2015,Tier 2,Colombia,South America
2015,Tier 2,Cote d'Ivoire,Africa
2015,Tier 2,Croatia,Europe
2015,Tier 2,Curacao,North America
2015,Tier 2,Cyprus,Asia
2015,Tier 2,Dominican Republic,North America
2015,Tier 2,Ecuador,South America
2015,Tier 2,El Salvador,North America
2015,Tier 2,Estonia,Europe
2015,Tier 2,Ethiopia,Africa
2015,Tier 2,Fiji,Oceania
2015,Tier 2,Georgia,Asia
2015,Tier 2,Greece,Europe
2015,Tier 2,Guatemala,North America
2015,Tier 2,Honduras,North America
2015,Tier 2,Hong Kong,Asia
2015,Tier 2,Hungary,Europe
2015,Tier 2,India,Asia
2015,Tier 2,Indonesia,Asia
2015,Tier 2,Iraq,Asia
2015,Tier 2,Japan,Asia
2015,Tier 2,Jordan,Asia
2015,Tier 2,Kazakhstan,Asia
2015,Tier 2,Kenya,Africa
2015,Tier 2,Kiribati,Oceania
2015,Tier 2,Kosovo,Europe
2015,Tier 2,Kyrgyzstan,Asia
2015,Tier 2,Latvia,Europe
2015,Tier 2,Liberia,Africa
2015,Tier 2,Lithuania,Europe
2015,Tier 2,Macau,Asia
2015,Tier 2,Madagascar,Africa
2015,Tier 2,Malawi,Africa
2015,Tier 2,Malta,Europe
2015,Tier 2,Mexico,North America
2015,Tier 2,Micronesia,Oceania
2015,Tier 2,Moldova,Europe
2015,Tier 2,Mongolia,Asia
2015,Tier 2,Montenegro,Europe
2015,Tier 2,Morocco,Africa
2015,Tier 2,Mozambique,Africa
2015,Tier 2,Nepal,Asia
2015,Tier 2,Nicaragua,North America
2015,Tier 2,Niger,Africa
2015,Tier 2,Nigeria,Africa
2015,Tier 2,Oman,Asia
2015,Tier 2,Palau,Oceania
2015,Tier 2,Panama,North America
2015,Tier 2,Paraguay,South America
2015,Tier 2,Peru,South America
2015,Tier 2,Philippines,Asia
2015,Tier 2,Romania,Europe
2015,Tier 2,Rwanda,Africa
2015,Tier 2,Senegal,Africa
2015,Tier 2,Serbia,Europe
2015,Tier 2,Seychelles,Africa
2015,Tier 2,Sierra Leone,Africa
2015,Tier 2,Singapore,Asia
2015,Tier 2,Slovenia,Europe
2015,Tier 2,South Africa,Africa
2015,Tier 2,St. Lucia,North America
2015,Tier 2,St. Martin,North America
2015,Tier 2,Swaziland,Africa
2015,Tier 2,Tajikistan,Asia
2015,Tier 2,Togo,Africa
2015,Tier 2,Tonga,Oceania
2015,Tier 2,Turkey,Asia
2015,Tier 2,Uganda,Africa
2015,Tier 2,United Arab Emirates,Asia
2015,Tier 2,Uruguay,South America
2015,Tier 2,Vietnam,Asia
2015,Tier 2,Zambia,Africa
2015,Tier 2 Watch List,Antigua & Barbuda,North America
2015,Tier 2 Watch List,Bolivia,South America
2015,Tier 2 Watch List,Botswana,Africa
2015,Tier 2 Watch List,Bulgaria,Europe
2015,Tier 2 Watch List,Burkina Faso,Africa
2015,Tier 2 Watch List,Burma,Asia
2015,Tier 2 Watch List,Cambodia,Asia
2015,Tier 2 Watch List,China,Asia
2015,Tier 2 Watch List,"Congo, Democratic Rep. of",Africa
2015,Tier 2 Watch List,"Congo, Republic of",Africa
2015,Tier 2 Watch List,Costa Rica,North America
2015,Tier 2 Watch List,Cuba,North America
2015,Tier 2 Watch List,Djibouti,Africa
2015,Tier 2 Watch List,Egypt,Africa
2015,Tier 2 Watch List,Gabon,Africa
2015,Tier 2 Watch List,Ghana,Africa
2015,Tier 2 Watch List,Guinea,Africa
2015,Tier 2 Watch List,Guyana,South America
2015,Tier 2 Watch List,Haiti,North America
2015,Tier 2 Watch List,Jamaica,North America
2015,Tier 2 Watch List,Laos,Asia
2015,Tier 2 Watch List,Lebanon,Asia
2015,Tier 2 Watch List,Lesotho,Africa
2015,Tier 2 Watch List,Malaysia,Asia
2015,Tier 2 Watch List,Maldives,Asia
2015,Tier 2 Watch List,Mali,Africa
2015,Tier 2 Watch List,Mauritius,Africa
2015,Tier 2 Watch List,Namibia,Africa
2015,Tier 2 Watch List,Pakistan,Asia
2015,Tier 2 Watch List,Papua New Guinea,Oceania
2015,Tier 2 Watch List,Qatar,Asia
2015,Tier 2 Watch List,Saudi Arabia,Asia
2015,Tier 2 Watch List,Solomon Islands,Oceania
2015,Tier 2 Watch List,Sri Lanka,Asia
2015,Tier 2 Watch List,St. Vincent & The Grenadines,North America
2015,Tier 2 Watch List,Sudan,Africa
2015,Tier 2 Watch List,Suriname,South America
2015,Tier 2 Watch List,Tanzania,Africa
2015,Tier 2 Watch List,Timor-Leste,Asia
2015,Tier 2 Watch List,Trinidad & Tobago,North America
2015,Tier 2 Watch List,Tunisia,Africa
2015,Tier 2 Watch List,Turkmenistan,Asia
2015,Tier 2 Watch List,Ukraine,Europe
2015,Tier 2 Watch List,Uzbekistan,Asia
2015,Tier 3,Algeria,Africa
2015,Tier 3,Belarus,Europe
2015,Tier 3,Belize,North America
2015,Tier 3,Burundi,Africa
2015,Tier 3,Central African Republic,Africa
2015,Tier 3,Comoros,Africa
2015,Tier 3,Equatorial Guinea,Africa
2015,Tier 3,Eritrea,Africa
2015,Tier 3,Guinea-Bissau,Africa
2015,Tier 3,Iran,Asia
2015,Tier 3,Kuwait,Asia
2015,Tier 3,Libya,Africa
2015,Tier 3,Marshall Islands,Oceania
2015,Tier 3,Mauritania,Africa
2015,Tier 3,North Korea,Asia
2015,Tier 3,Russia,Europe
2015,Tier 3,South Sudan,Africa
2015,Tier 3,Syria,Asia
2015,Tier 3,Thailand,Asia
2015,Tier 3,The Gambia,Africa
2015,Tier 3,Venezuela,South America
2015,Tier 3,Yemen,Asia
2015,Tier 3,Zimbabwe,Africa
